title,description,city,state,zipcode,salary,company,rating,reviews
Machine Learning Engineer - Perception ML Systems,"Summary
Posted: Jun 3, 2020
Role Number:200169362
Apple is looking for a talented, proactive, and results-oriented Machine-Learning Systems software engineer to help advance state-of-the-art of perception for autonomous technologies.
In this position, you will be at the intersection of machine learning and large-scale systems, utilizing expertise in these area in order to build a scalable machine-learning training and evaluation environment that is efficient, scales with more data and compute is reliable and a pleasure to use.
YOU WILL WORK ON
- Implementing algorithms for efficient, large-scale, distributed DNN training.
- Balance memory with compute to enable training of ever-larger models.
- Make recommendations regarding HW configuration to minimize I/O and network overhead.- Profile and optimize low-level DNN training code; implement custom CUDA kernels to optimize slow operators.
Key Qualifications
3+ years of professional software development experience in production environment in at least one of the following: Python, C++, CUDA.
Graduate level education in computer science or equivalent engineering degree.
Demonstrated creative, critical and independent thinking capabilities and troubleshooting skills.
Strong analytical and communication skills. EITHER:
Experience in building efficient distributed training infrastructure for machine learning.
Familiarity with Deep Neural Networks and modern platforms (Pytorch, TensorFlow). AND/OR:
Experience with implementing parallel and distributed algorithms in HPC context: MPI, OpenMP, TBB in C/C++ or GPGPU programming using CUDA.
Experience with distributed cloud compute using modern open source libraries.
Description
You will join a fantastic team of exceptional engineers and researchers with deep experience in robotics, machine learning, and software engineering. We have a clear mission and always strive for the best possible result. We search for solutions as a team and value clear-eyed feedback. Time constraints and big goals encourage us to sharpen our focus and force us to make the right decisions.
Education & Experience
Bachelor degree or Masters in computer science/ML equivalent professional experience.",Santa Clara Valley,CA,95014,,Apple,4.2,9782 
Computational Biologist,"Salary: $40 - 48 per hour
Reference: 795559

job summary:

Industry-leading technology company is seeking a dynamic, enthusiastic Computational Biologist to be part of the Engineering function. The Computational Biologist will report directly to the company's Chief Scientist. This individual will work with the Chief Scientist to execute projects that investigate the viability of a range of biologically inspired computational methods on data forthcoming from pilot initiatives towards achieving the company's strategic objectives. The projects will range from extracting relevant physiological, behavioral, and environmental data streams from a range of data acquisition sources towards building integrative models that encapsulate current working knowledge on how human behavior, physiology, health risk etc. are interrelated.

location: Alpharetta, Georgia
job type: Contract
salary: $40 - 48 per hour
work hours: 8am to 5pm
education: Bachelors

responsibilities:
Follow proper scientific methodology in development of advanced integrative mathematical models.
Conduct research & clearly capture/document information to promote knowledge transfer & understanding of the research objective.
Contribute to the specification of a model and ensure that all assumptions & limitations are clearly communicated to all relevant parties & that it is captured in the required documentation.
Validation
Follow scientifically sound methodology to validate new algorithms or models (including, but not limited to test assumption & limitations, check model assumptions, assessing bias and variance of the model, etc.).

qualifications:

At least 3 years leveraging the following skills:

A candidate with life and/or medical science training will carry extra weight in the application
A background in Physics and/or Applied Mathematics will carry extra weight in the application
Additional skills and experience in ordinary differential equation-based modelling will carry extra weight in the application
Additional skills in Biometrics and understanding of concepts arising in public health studies will carry extra weight in the application
Additional skills in analyzing time series data, digital signal processing (frequency domain analysis) will carry extra weight in the application
Any experience in data science related work (feature engineering, modeling, predictive analytics, etc.) will carry additional weight in the application
Being comfortable with machine learning techniques (Random Forests, Neural Networks (ANN, Recurrent NN, Deep Learning), Support Vector Machines) will carry additional weight in the application
General programming experience, but specifically in R or Python (preferred) & use of version control (managing Git repositories)
Additional experience in connecting to external API data resources, such as those hosting digital health data will carry extra weight in the application.

skills:
Strong communication skills
Ability to work in fast-paced environment
#LI-MC2


Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status.",Alpharetta,GA,30022,"$40 - $48 an hour -  Full-time, Contract",Randstad Engineering,3.7,15592 
Data Engineer,"Avail is a new car sharing platform focused on improving mobility and reducing the cost of car ownership. We give car owners a way to earn extra income from their idle cars and connect drivers with a convenient, affordable way to drive a car when they want. Job Description
As part of the Avail Data Engineering team at Allstate, you will be working to manage our ever-growing collection of vehicle sharing and usage data from across the USA. We support our business analytics and marketing teams by performing data integration and ETL between an increasingly diverse set of data sources and our data warehouse. We will also build big-data applications leveraging techniques from operations research and machine learning to directly enrich, personalize and optimize the Avail car-sharing product. This is a green field opportunity to contribute to the design and implementation of a flexible, scalable data framework for an exciting new sector of the sharing economy.
This position can be based in either of two Avail HQ offices at San Francisco or Chicago, or fully remote with regular travel to SF HQ.
Key Responsibilities
Design and implement scalable data workflows and pipelines, and integrate diverse data sources and sinks
Design appropriate database schemas and optimize database deployment architectures for analytics query loads
Implement data transforms and organization for various data stores (data lakes and warehouses)
Design and implement new platform architectures for building and serving machine learning models
Work with the platform operations team to monitor and maintain live production systems
Provide tooling and automation for infrastructure, continuous testing, and continuous deploy of data systems
Job Qualifications
Various experience levels considered. Junior candidates must have a strong background of coursework or academic projects around data engineering or machine learning at scale or have appropriate industry experience contributing to such projects. Senior candidates must demonstrate a track record of successful technical leadership in the execution of large-scale data projects.
Software Engineering – Level-appropriate experience in software engineering and SDLC (our stack may include Python, Golang and Scala). Must consider code readability, reuse, and extensibility a priority when developing solutions.
Big Data Engineering - Experience in building scalable data pipelines involving machine learning, optimization or prediction
Big Data Devops - Experience in performing operations and automation of various big-data ecosystems in production environments on AWS or a related cloud service
Ability to thrive in a fast paced, cross regional, diverse, and dynamic work environment

Nice to have:
Experience with AWS data stack – Redshift, Athena, EMR, Kinesis, DocumentDB, DynamoDB
Experience with establishing well-organized data lakes
Experience setting up and optimizing data warehouses
Background in data modeling and performance tuning in relational and no-SQL databases
Experience with data practices (security, data management and governance)
Experience in operations research, machine learning or optimization

The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

Good Work. Good Life. Good Hands®.

As a Fortune 100 company and industry leader, we provide a competitive salary – but that’s just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you’ll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy.

Learn more about life at Allstate. Connect with us on Twitter , Facebook , Instagram and LinkedIn or watch a video .

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click “ here ” for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click “ here ” for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “ here ”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click “ here ”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment.",San Francisco,CA,,,Allstate,3.8,7770 
Machine Learning / Python Engineer,"Must Haves: -3-5 years’ experience with Python development and an emphasis in Machine Learning (R, mathematical modeling, statistics)-Bachelor’s Degree in Computer Science or related field-Hands on experience with libraries such as Spark, Splunk, Pandas, NumPy, or Sickit-learn-Strong understanding and experience having worked in a Linux environment-3-5 years’ experience in building and integrating APIsPlusses: -Master’s Degree in Computer Science or related field-Background in Linux administration-Knowledge of WebSphere, JBose, or NodeJSDay-To-Day: An employer in North Phoenix is looking for a Python/Machine Learning Engineer to join their team. This individual will be on the Site Reliability Team in which they are in charge of mission critical applications that are used by millions for a client facing financial website. This individual should be comfortable working in an environment with strict performance requirements and be confident in their python and understanding of machine learning. This team is working to implement an “Automation First” approach in the SRE space. This engineer should have an understanding and be able to architect and conceptualize critical applications in a machine learning space.Job Types: Full-time, ContractBenefits:401(k)Dental InsuranceHealth InsuranceVision InsuranceSchedule:Monday to FridayExperience:Machine Learning: 3 years (Required)Python: 2 years (Required)Work authorization:United States (Required)Application Question:Will you be willing to relocate to Phoenix, AZ once it is safe to return to office in 2021?Contract Length:7 - 11 monthsFull Time Opportunity:YesVisa Sponsorship Potentially Available:No: Not providing sponsorship for this jobBenefit Conditions:Waiting period may applyWork Remotely:Temporarily due to COVID-19",Phoenix,AZ,85027,"Full-time, Contract",Insight Global,4.0,2268 
Machine Learning Engineer,"This position is at the intersection of a deep learning scientist and a software engineer. In this role you’ll read the latest research papers on neural networks and implement them in common frameworks, as well as in proprietary formats. You’ll need to assess their correctness (such as their structure, convergence, and numerical stability) for inference and training across computational devices and frameworks. Passion for reading and understanding the latest research papers in the space is required. The work will begin with Python and pseudo-code, and you’ll also be expected to deep dive into frameworks code (C++).

You will be working directly with our technical founders (CTO & Chief Scientist).

Profile:

Have exceptional problem-solving skills
Think out-of-the-box
Want to be an early and major contributor to a fascinating, yet challenging product roadmap
Have comfort with quickly learning, evaluating, and deploying new technologies
Want to build the technical team from the ground up.


Requirements:

Bachelor's degree in Computer Science, Electrical Engineering, Mathematics, or a similar quantitative field
Strong math background
Excellent Python skills
Some familiar with machine learning and neural networks
Some familiarity with C++
Quick learner
Ability to thrive in a fast-paced startup environment and getting stuff done


Nice to have:

2+ years of software engineering, ideally in Machine Learning and Python
Demonstrated contributions to a Python or C++ software project (open source, or otherwise - send us your GitHub profile!)
Experience with popular frameworks (Caffe, Tensorflow, PyTorch etc.)
Previous startup experience


 To apply, please email us at hiring@onspecta.com with your resume.",Palo Alto,CA,,,OnSpecta,,
Partner Manager,"About TapClicks
TapClicks is a leader in enterprise grade Marketing Reporting, Analytics and Operations. It has been recognized as #5 fastest growing company by Inc 500, the Best Technology Product or Service by MITX, and has received several other prestigious awards for its innovative products.

TapClicks platform is widely used by 500+ Agencies and Media Companies across the world. TapClicks is the only end-to-end marketing operations platform that allows companies to streamline their marketing operations, manage and optimize campaigns and report progress from any device at any time. TapClicks uses cutting edge technology (big data analytics, Artificial Intelligence and Machine Learning) to continuously deliver innovative solutions to our customers.

We are looking for a person passionate in thought leadership and showing value to our partners.

THE OPPORTUNITY
We count on our Partnership Managers to execute on our Partner Program and work in close alignment with Partnership teams to drive demand, build pipeline and co-sell. Our Partnership Managers will have 8+ years of experience in generating and growing business relationships by driving joint value propositions with internal and external teams to ensure awareness and collaboration. In this role you will develop a culture of collaboration to drive go to market activities with Partners. You will bring expertise in driving go to market strategies, building customer pipelines and generating referrals.

THE TEAM
Partnership team is a tight-knit and growing team, looking to expand and add individuals with diverse backgrounds, the hunger to achieve, and drive a complex and intellectual sale amongst our partners. Our team's goal is to generate revenue through partner ecosystem. Partner ecosystem has more than 200 Martech/Adtech partners.

THE SKILL SET:

8+ years experience in partner management in SaaS product in MarTech/AdTech.
Preferred previous experience with companies such as Google, Facebook, Twitter, Linkedin, TradeDesk, Hubspot, Instagram, Linkedin, AppNexus and others.
Strong knowledge of industry ecosystem including Agencies, Media, Brands.
Demonstrated track record of successful channel/partner sales in Martech.
Self starter and strategic planner with effective execution skills.
Excellent written and verbal communication skills.
Bachelor's degree or equivalent experience,

WITHIN 3 MONTHS YOU'LL


Familiarize with Partner Program, TapClicks Products, Internal Teams, Partner Ecosystem.
Align with internal cross-functional teams on Partner Program.
Start building key relationships with Partners sales teams.
Start generating and managing referral pipeline.
Start arranging partner webinars with marketing for sales engagement and lead generation.

WITHIN 6 MONTHS YOU'LL
Be working with partners to develop business plans to achieve revenue commitments, participate in QBRs, and measure partner performance against pre-established business metrics and partnership scorecards.",San Jose,CA,,,TapClicks,,
NA Sales Enablement Manager,"At Synopsys, we’re at the heart of the innovations that change the way we work and play. Self-driving cars. Artificial Intelligence. The cloud. 5G. The Internet of Things. These breakthroughs are ushering in the Era of Smart Everything. And we’re powering it all with the world’s most advanced technologies for chip design and software security. If you share our passion for innovation, we want to meet you.

Our Software Security and Quality business is all about building secure software—faster. That starts with our static analysis, software composition analysis, and dynamic analysis so our customers can build security and quality into the DNA of their code at any stage of the software development lifecycle and across the supply chain. All while minimizing risks and maximizing speed of application development. To find out more about SIG, Synopsys check out https://www.synopsys.com/software-integrity.html.

Head Of North American Sales Enablement

We're looking for Head Of North American Sales Enablement to join our team.
Does this sound like a good role for you?

In this role you will be part of the Global Sales Enablement team and you will set a high bar for sales execution to the NA sales organizations whilst tailoring enablement to the specific needs of each market. You are expected to be creative and self-motivated in partnering with sales leaders and sales reps to achieve success.

Key Qualifications
Excellent communications skills, both oral and written
An understanding of what it means to sell solutions, not just products
A problem-solving mindset and the ability to understand and explain technical solutions
Ability to co-build enablement strategy with global and local leadership and work collaboratively at all levels of an organization
Highly independent worker/self-starter that can own a strategy and run with it
Ability to quickly build trust with sales reps and leadership teams
Fearlessness in overcoming natural human resistance to practice, training and coaching
5-7 years training and coaching experience in an Enterprise B2B sales role
Comfortable working with both inside and outside sales team of varying skills and experience levels
Experience working with software development and software security technologies a plus

Preferred Experience
Understand the Synopsys portfolio of products and solutions and be able to explain the benefits of each to our sellers from a customer’s point of view
Develop and deliver training content in cooperation with other cross functional teams
Be able to train sellers on sales methodology, soft skills, domain and industry expertise
Participate in customer visits and provide coaching and mentoring as needed on a 1:1 basis
Identify common gaps that could be filled by group training sessions or external workshops
Work with Product Marketing, Product, Sales Engineering, Operations and front-line sales managers to gather insights and deliver content on company strategy to increase competency areas
Work closely with our inside sales teams to develop and hone prospecting skills
Implement the Synopsys sales processes and run role plays, certification exams, coaching sessions
Prepare junior sales reps for a career in sales management or field sales

Inclusion and Diversity are important to us. Synopsys considers all applicants for employment without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, military veteran status, or disability.

Job Category

Sales

Hire Type

Employee

Country

United States",San Francisco,CA,,,Synopsys,4.1,256 
IT Internship - Summer 2021,"Company:
Qualcomm Incorporated
Job Area:
Interns Group, Interns Group > Interim Intern
Job Overview:
Qualcomm is a company of inventors that unlocked 5G ushering in an age of rapid acceleration in connectivity and new possibilities that will transform industries, create jobs, and enrich lives. But this is just the beginning. It takes inventive minds with diverse skills, backgrounds, and cultures to transform 5Gs potential into world-changing technologies and products. This is the Invention Age - and this is where you come in.
Before there were smartphones or smart cities, before autonomous cars or 360 virtual reality videos, there was our technology. Headquartered in San Diego, for over 30 years Qualcomm inventions have inspired others to make the impossible, possible. From 5G to artificial intelligence, from IoT to automotive and extended reality applications, Qualcomm is inventing the technologies of an intelligently connected future, spearheading research efforts for the next global wireless standard, and collaborating with industry leaders in the wireless value chain to make this future a commercial reality.

Qualcomm has numerous internships available in our Information Technology department. As an IT intern, you will work with a team of IT professionals and engineers to develop, implement and maintain various technologies for the organization. With a degree in computer science, engineering, or information technology, you will be able to contribute to some of the projects below.


Below are examples of roles and technologies that you may work on during your internship:
Framework roll out and tool implementation
System-level integration issues
Design and Integrate new features
Project and program documentation
Data analysis
Network security
Vendor management
Testing, developing, and/or modifying applications
Project management
Server/System administration

Technologies:
OS: Android, Linux, Windows, Chrome, Native Platforms (RIM)
Microsoft office suite: SharePoint, Outlook, Skype, Excel, Visio, PowerPoint, Project, etc.
Enterprise service management tools
Cloud computing services, such as AWS
Version control, operational programs, such at Git/GitHub, Splunk, or Syslog
Firewalls, VPN technologies, and proxy services
Frameworks: Hadoop, Ruby on Rails, Grails
Web Development: HTML5, JavaScript, AJAX, PHP, Python
Application Development: Android Studio, Java, Objective C, MySQL and/or NoSQL, JSON
Education Requirements:
In study towards a Bachelor's or Master's in Computer Science, Computer Engineering, Information Technology, Information Systems, or a related field.
Must be available for 3 months during Summer 2021 (May-September) with a graduation date of December 2021 or later
Spend your summer working in the future.

Working at Qualcomm may be the closest you'll get to experiencing time travel. You wont just work in a lab or write lines of code. Our interns join world-class teams to help define and build what is next for mobility and the world.
You'll be paired with a mentor with visibility to your project and team, receive support from your manager and have access to the entire Qualcomm employee community to ensure your success.
In addition to competitive pay and accrued vacation time, you will receive full relocation coverage and furnished housing accommodations for the duration of your internship
Well make sure you have fun outside of work with weekend surf lessons & beach days, networking opportunities with Qualcomm executives and professionals, company-wide mentorship program platform, overnight hackathon, community service opportunities, and so much more...
Whether you're graduating and seeking a full-time position after your internship, or hoping to return for another internship the following year, you will be considered for a returning offer through an evaluation of your work from the summer.
*Certain program offerings are only available in certain office locations or to those who qualify based on pre-determined criteria. Specific benefits provided for given roles and locations will be detailed at the time of offer.


All Qualcomm employees are expected to actively support diversity on their teams, and in the Company.
Applicants : If you are an individual with a disability and need an accommodation during the application/hiring process, please call Qualcomm’s toll-free number for assistance. Qualcomm will provide reasonable accommodations, upon request, to support individuals with disabilities to be able participate in the hiring process. Qualcomm is also committed to making our workplace accessible for individuals with disabilities. Qualcomm is an equal opportunity employer and supports workforce diversity.
To all Staffing and Recruiting Agencies : Our Careers Site is only for individuals seeking a job at Qualcomm. Staffing and recruiting agencies and individuals being represented by an agency are not authorized to use this site or to submit profiles, applications or resumes, and any such submissions will be considered unsolicited. Qualcomm does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to our jobs alias, Qualcomm employees or any other company location. Qualcomm is not responsible for any fees related to unsolicited resumes/applications.
EEO Employer: Qualcomm is an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or any other protected classification.",San Diego,CA,,,Qualcomm Incorporated,4.1,1521 
Director Business Application,"AlphaBOLD is building BOLDCommunity and Raving Fans. At AlphaBOLD customers are not just mere clients but they are rather strategic allies who come together with our consulting team to create customer-centric solutions. Our clients are as much part of BOLDCommunity as our consultants. We strive to connect members of our community so they could learn from each other’s experience. We are building this culture of trust that embodies our core values and we are looking to add a few more BOLDEnthusiasts to this amazing BOLDCommunity. If you are passionate about customer service, creating joy by building amazing solutions and impacting lives by making things easier then please apply. We would love to consider you for this position. If you happen to know BOLDEnthusiast please ask them to make an introduction as 90% of our hires are through referrals.Please learn more about us and our culture to see if you are a good fit. Learn Who We AreJob Descriptions: The Director Business Application directs a team of business application developers and oversees high level strategic and tactical decisions for business tools and applications. This role requires to develop and manage application portfolios for each department and to attain all IT service level agreements for the user community within the organization. It is a leadership position that entails guiding and coaching other consultants and teams, planning and overseeing of projects and budgets and design functional strategies.Job Responsibilities: Responsible to Improves operational processes and supports critical business strategies by directing the development, implementation, and maintenance of applications systemsManage functions of the team, including, but not limited to email exchange, identity & access management system, Microsoft Office 365 & Teams, SharePoint products in accordance with best practicesResponsible for the management of SharePoint infrastructure and the development of system architecture, designs, and solution implementations for the SharePoint system environments in support of business initiatives.Primary technical lead for Microsoft Azure AD, Intune MDM + MAM, and Office 365. SME on SSO integration with Enterprise Apps, MFA, Conditional Access, and device enrollment.Ensure compliance of security best practices on the Azure/Windows 10/Office 365 infrastructure to comply with industry standard frameworks and policies.Participate in all aspects of the application lifecycle: requirements analysis & definition, system design, implementation, testing, deployment, and sustainment.Responsible for BI roadmap, to develop specific objectives for the business domains and develops budgets, resources, and operations to support them. Ensures that the use of business intelligence applications enhances business decision making capabilitiesResponsible for AI roadmap, to develop specific objectives for the business domains and develops budgets, resources, and operations to support them. Ensures that the use of Artificial Intelligence applications enhances business decision making capabilities Provide recommendations and suggestions on areas for improvementEstablish standards and procedures to ensure the technical team works in a consistent manner. This includes creating and maintaining technical documentation on internal infrastructure.Work with external vendors to support hardware and software. Establish strong partnerships with vendors and set clear expectations.Negotiate access agreements, establish service level agreements, and ensure contracts are in place to support the services provided by the infrastructure team.Building and maintaining healthy relationships with key customers.Overseeing the relationship with customers handled by your team.Keeping customers updated on the latest products in order to increase sales.Meeting with managers in the organization to plan strategically.Required Skill and Qualifications: Bachelor’s Degree or equivalency (CS, CE, CIS, IS, MIS, or engineering discipline) or equivalent work experienceMinimum of 15+ years overall IT industry experienceDeep knowledge of the managed sub-function and solid knowledge of the overall departmental function.Minimum of 3+ years in a solution architecture role using service and hosting solutions such as private/public cloud IaaS, PaaS and SaaS platforms.Experience in architecting and designing technical solutions for Microsoft-centric solutions based on industry standards using Azure IaaS, PaaS and SaaS capabilities.Extensive Experience with Microsoft Cloud solutions: Azure AD, Intune MDM + MAM, EM+S, and PowerShell scriptsExperience with machine learning tools such as Azure ML, IBM, AWS, etc.Experience with claims-based authentication (SAML/OAuth/OIDC), MFA, and RBACKnowledge of Virtualization (Hyper V, VMware, Xen), Cisco IOS, Firewalls, and Routers.Knowledge of cloud security controls including tenant isolation, encryption at rest, encryption in transit, key management, vulnerability assessments, application firewalls, SIEM, etc.Experience building and supporting mission critical technology components with DR capabilitiesExtensive, real-world experience designing technology components for enterprise solutions and defining solution architectures and reference architectures with a focus on cloud technologiesJob Type: Full-timeBenefits:Dental InsuranceFlexible Spending AccountHealth InsurancePaid Time OffRelocation AssistanceRetirement PlanVision InsuranceSchedule:Monday to FridaySupplemental Pay:Bonus PayExperience:supervisory: 10 years (Required)Work Location:One locationOn the roadCompany's website:https://alphabold.com/Work Remotely:Temporarily due to COVID-19",Carlsbad,CA,92008,,AlphaBOLD Inc,,
Senior Financial Analyst - Data Center,"Our work at NVIDIA is dedicated towards a computing model focused on visual and AI computing. For two decades, NVIDIA has pioneered visual computing, the art and science of computer graphics, with our invention of the GPU. The GPU has also proven to be unbelievably effective at solving some of the most complex problems in computer science. Today, NVIDIA’s GPU simulates human intelligence, running deep learning algorithms and acting as the brain of computers, robots and self-driving cars that can perceive and understand the world. Artificial intelligence is no longer science fiction. And in the next few years, it will transform every industry.
We are now looking for a Senior Finance Analyst for our Enterprise Data Center Business based out of our Santa Clara office and reporting to the Finance FP&A organization. As an integral member of the FP&A team, the analyst responsibilities are supporting Enterprise Data Center business partners on financial analysis and forecast, providing relevant financial information that is both insightful and impactful, and enables NVIDIA’s senior leaders to make effective decisions in order to improve the Enterprise business performance.
What you'll be doing:
Partner with business to analyze financial data, provide business analysis and financial support within the dynamic growth environment. Responsibilities include data analytics, financial modeling, industry/business analysis, creation of KPI metrics and evaluation against criteria for success
Support monthly P&L forecast and analysis, design and maintain financial models for revenue, cost and margin forecast, collect and analyze key financial data to provide insights that influence strategic decisions for business partner and management
Execute and deliver financial reports following company FP&A calendar and monthly/quarterly/ annual forecast and close process
Continuously improve the quality, efficiency and value of financial information produced, via financial tools, operational efficiencies and automation
What we need to see:
Bachelors degree from a leading university in a Finance, Economics or Business related subject area or equivalent work experience
5+ years of experience in finance and business analysis
Proficient Excel skills, experience with visualization tools, i.e Tableau, is a plus
Experience in financial analysis and business modeling in the high tech industry
Semiconductor or SW industry experience is a plus
Ways to stand out from the crowd:
Strong data analytical skills, high attention to details, a strong ownership ethic and intense focus on accuracy and accountability
Experience in collaborating across a large organization to influence and inspire change
Energy and real passion for delivering results in a dynamic growth company
Strong communication skills and team work spirit
NVIDIA is widely considered to be one of the technology world’s most desirable employers. We have some of the most forward-thinking and hardworking people in the world working for us. If you're creative, results-oriented and enjoy having fun, then what are you waiting for? Apply today!
NVIDIA is committed to fostering a diverse work environment and proud to be an equal opportunity employer. As we highly value diversity in our current and future employees, we do not discriminate (including in our hiring and promotion practices) on the basis of race, religion, color, national origin, gender, gender expression , sexual orientation, age, marital status, veteran status, disability status or any other characteristic protected by law.",Santa Clara,CA,,,NVIDIA,4.2,228 
AI Research Scientist,"About the company:Kuaishou Technology is the leading short video and photo sharing App in China, with a mission to provide people with a personal space to share moments from their lives. With an audience of 700 million people, and more than 200 million active daily users, it provides an almost limitless look at everyday slices of life that unfolds in real time. Viewers can explore a rich array of glimpses into fitness, homes, cooking, health and wellness, fashion, and other interestsKuaishou Technology is a user-oriented, technology-driven company, that employs state-of-the-art machine learning techniques for an instantly curated presentation of content. The core technology features computer vision with smart detection of video and photo streams, while AI-powered algorithms compose constant relevant updates for users’ timelines, resulting in a seamless and authentic experience.About the positionAt Kuaishou Technology silicon Valley Lab, we are conducting cutting-edge AI research for processing and understanding video content to enrich our users' experience and to push the frontier of computer vision, graphics, and AI. We are seeking highly innovated AI scientist to help us define the next generation of our product.As part of the team, you will …- Grow with one the most rapidly growing AI companies worldwide, with your work impacting hundreds of millions of users.- Closely collaborate with top-tier researchers and engineers in the US and China.- Have access to one of the largest and most diverse video datasets in the world.- Work on extremely challenging problems with opportunities to impact the research community.Desired Skills and Experience- Ph.D. or Masters in CS/EE or a related discipline.- Recent publication in SIGGRAPH, CVPR, ICCV, ECCV, ICML, NIPS or other top-tier venues.- Research experience in academia or industry on computer vision / graphics / machine learning / deep learing.- Experience with one of the deep learning toolkits such as TensorFlow, PyTorch, Caffe etc.- Experience with deep learning on mobile platforms is a big plus.Job Type: Full-timeEducation:Master's (Preferred)Schedule:Monday to FridayBenefit Conditions:Only full-time employees eligibleWork Remotely:Temporarily due to COVID-19",Palo Alto,CA,,,Kuaishou Technology,4.8,6 
"Staff Software Engineer, Machine Learning Platform","About the team:

At Sift we enhance trust and safety in the digital world with our AI driven technology platform. Our products deliver payment protection, ensure content integrity, and protect account defense for businesses around the world. The Machine Learning Platform team exists to enable product teams to construct and operate their production machine learning services as effectively as possible.

The team does this by providing a platform which handles the common needs of the product teams including production system integration, model training, model availability, health and monitoring infrastructure for model serving, and a streamlined model release process.

What you'll do:

As a Staff Engineer in the Machine Learning Platform team you will build tools and processes to manage, improve, and rapidly scale our platform. Specifically, you will

Design and build tools and processes to make the release of new machine learning models fast, easy, safe, and minimally disruptive.
Lead architecture discussions to meet the requirement to serve hundreds of machine learning models at thousands of queries per second.
Ensure that our systems can continue to scale rapidly while addressing rapidly evolving product team needs.
Implement scalable, low-latency, high-throughput, fault-tolerant, extensible, and easily maintainable data processing pipelines for both batch and real-time systems.
Champion and deliver cross-company machine learning initiatives.
Motivate, listen and empathize, and help engineers and data scientists to excel.

What would make you a strong fit:

8+ years of professional software development experience or an advanced degree in Computer Science (or a related field) with 5+ years of experience.
Experience building highly available low-latency systems using Java, Scala, C++ or other object-oriented languages.
Experience working with large datasets and best in class data processing technologies for both stream and batch processing, such as Apache Spark, Apache Beam, MapReduce.
Strong debugging, testing, tuning, and problem-solving skills.
Strong communication & collaboration skills, and a belief that team output is more important than individual output.
Self-starter, with a quick learning curve.

Bonus points:

Familiarity with practical challenges in ML systems such as feature extraction and definition, data validation, training, monitoring, and management of features and models.
Practical knowledge of how to build end-to-end ML workflows.
Experience with building an ML feature store for batch and real-time aggregation/serving.
Knowledge of GCP or AWS cloud stack for web services and big data processing.

Interested in learning more about our engineering teams? Check out our posts: engineering.sift.com/articles

A little about Sift:

Sift is the leading innovator in Digital Trust & Safety. Hundreds of disruptive, forward-thinking companies like Airbnb, Zillow, and Twitter trust Sift to deliver outstanding customer experience while preventing fraud and abuse.

The Sift engine powers Digital Trust & Safety by helping companies stop fraud before it happens. But it's not just another anti-fraud platform: Sift enables businesses to tailor experiences to each customer according to the risk they pose. That means fraudsters experience friction, but honest users do not. By drawing on insights from our global network of customers, Sift allows businesses to scale, win, and thrive in the digital era.

Benefits and Perks:

Competitive total compensation package
401k plan
Medical, dental and vision coverage
Wellness reimbursement
Education reimbursement
Flexible time off

Sift is an equal opportunity employer. We make better decisions as a business when we can harness diversity in thought, experience, data, and background. Sift is working toward building a team that represents the worldwide customers that we serve, inclusive of people from all walks of life who can bring their full selves to work every day, so we can Win as One Team.

This document provides transparency around the way in which Sift handles personal data of job applicants: https://sift.com/recruitment-privacy",San Francisco,CA,94105,,Sift,4.3,6 
